,LearningCommArea_LGI,LearningCommArea_IndependentStudy,LearningCommArea_SGI,LearningCommArea_SelfContainedClassrooms,LearningCommArea_Community,LearningCommArea_BreakoutAreas,LearningCommArea_PresentationAreas,LearningCommArea_OutdoorLearning,LearningCommArea_Section Notes,LearningCommArea_AvgRating,EduIEQ_Stimulating,EduIEQ_SafeHealthy,EduIEQ_ViewsConnect,EduIEQ_Daylight,EduIEQ_Lighting,EduIEQ_Acoustics,EduIEQ_MoveExplore,EduIEQ_Adaptability,EduIEQ_Section Notes,EduIEQ_AvgRating,IEQ_Furn_Design,IEQ_Furn_Flexibility,IEQ_Furn_VarietySeating,IEQ_Furn_Movement,IEQ_Furn_Section Notes,IEQ_Furn_AvgRating,Instructional_Regular_Size,Instructional_Regular_StorageMat,Instructional_Regular_Accessibility,Instructional_Regular_Section Notes,Instructional_Regular_AvgRating,Instructional_SPED_Size,Instructional_SPED_AppSupportspace,Instructional_SPED_StorageMat,Instructional_SPED_Techpower,Instructional_SPED_sink,Instructional_SPED_writeablesurface,Instructional_SPED_accessibility,Instructional_SPED_Section Notes,Instructional_SPED_AvgRating,Instructional_SciAPLCTE_sink,Instructional_SciAPLCTE_writeablesurface,Instructional_SciAPLCTE_accessibility,Instructional_SciAPLCTE_Section Notes,Instructional_SciAPLCTE_AvgRating,Instructional_Visual&Fitness_size,Instructional_Visual&Fitness_supportspace,Instructional_Visual&Fitness_storagemat,Instructional_Visual&Fitness_techpower,Admin&Health_Accessibility,Admin&Health_Mailcopy,Admin&Health_Reception,Admin&Health_adminoffice,Admin&Health_healthoffice,Admin&Health_confroom,Admin&Health_Section Notes,Admin&Health_AvgRating,Public_displaystudentwork,Public_storageforequipment,Public_mediacenter,Public_cafeteria,Public_gym,Public_auditorium,Public_Section Notes,Public_AvgRating,Instructional_Visual&Fitness_sink,Instructional_Visual&Fitness_writeablesurf,Instructional_Visual&Fitness_accessibility,Instructional_Visual&Fitness_Section Notes,Instructional_Visual&Fitness_AvgRating,Public_accessibility,Public_techpower,LearningCommArea_Playground,EduIEQ_UniversalDesign,EduIEQ_DisplayofWork,Instructional_Regular_Techpower,Instructional_Regular_Sink,Instructional_Regular_eboard,Instructional_SciAPLCTE_size,Instructional_SciAPLCTE_supportspace,Instructional_SciAPLCTE_storagemat,Instructional_SciAPLCTE_techpower,Header_bldgsqft,Header_enrolment,Header_numclassroom,Header_grades,Header_campustypology,Header_assessname,Header_assessdate,Headerr_region,Header_reconfig,Security_entry,Security_bldgsecurity,Security_sitesecurity,Security_identity,Security_wayfinding,Security_Section Notes,Security_AvgRating,LearningCommArea_Differentiated,LearningCommArea_PBL,Header_Schoolname,Header_code
55244-EAQ-SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO.pdf,4,4,4,4,2,4,4,2,Add notes Gym is shared by upper school,3.272727,4,4,2,2,4,2,4,4,Add notes,3.4,4,4,2,2,Add notes,3,2,0,2,Add notes Many transformable spaces with labs and work areas. Over 1000 students assignee this school. They switch between on campus and virtual. 600 max on campus at one time.  ,2,4,4,0,4,4,2,4,Add notes SPED FIRST FLOOR,3.142857,4,2,2,Add notes,2.857143,4,4,0,2,4,4,4,4,4,2,Add notes,3.666667,4,0,4,0,2,0,"Add notes Cafeteria is shared with upper school at upper school, library for both schools is at this lower school ",1.75,4,2,0,Add notes,2.285714,2,2,0,4,4,2,4,2,4,4,2,2,82886,1042,56,10 11 12   EES,CTE 21st century school,Mark Kirby,2/15/2022,PONCE,Enter Text,4,4,2,4,2,Add notes no fence at swale to keep students out,3.2,4,4,SUPERIOR OCUPACIONAL Y TECNICA DE YAUCO,55244
55475-EAQ-JULIO ALVARADO.pdf,0,0,0,0,0,0,0,0,Typical standard classroom,0,0,4,0,2,0,0,0,0,Add notes,0.6,0,0,0,0,Old furniture,0,0,2,0,25x26 typical size,0.666667,0,0,0,2,0,2,0,12x25  small spaces no water,0.571429,0,0,0,None observed,0,0,0,0,0,2,0,2,0,0,2,Add notes,1,0,0,2,0,0,0,Small cafeteria ,0.5,0,0,0,None observed,0,2,0,0,0,0,2,0,0,0,0,0,0,47006,215,30,K 1 2 3 4 5,Enter Text,Scott Pashia,2/16/2022,PONCE,Enter Text,2,0,2,2,4,Open central courtyard,2,0,0,JULIO ALVARADO,55475
55483-EAQ-ANGELA CORDERO BERNARD.pdf,4,4,4,0,4,4,4,4,Add notes gym has stadium sets and theatrical stage with sound system,3.272727,4,4,2,2,2,0,4,4,Add notes,2.8,2,4,2,2,Add notes,2.5,2,2,2,Add notes teachers have hot spots they use,2.666667,4,4,2,2,4,2,2,Add notes,2.857143,0,0,0,Add notes,0,0,0,0,0,4,4,4,4,4,4,Add notes,4,4,2,4,4,4,4,Add notes gym is auditorium with stage and sound system,3.75,0,0,0,Add notes,0,4,4,4,2,4,2,4,4,0,0,0,0,12108,511,33,PK K 1 2 3 4 5,Enter Text,Mark Kirby,2/16/2022,PONCE,Enter Text,4,4,4,4,2,Add notes,3.6,2,2,ANGELA CORDERO BERNARD,55483
56069-EAQ-BETHZAIDA VELAZQUEZ SUPERIOR.pdf,0,0,0,0,0,0,0,0,"Has pull out space before seismic, currently school is not occupied due to structural issue.",0,0,0,2,2,0,0,0,2,"Classrooms is in dangerous condition and not occupied, some classrooms are divided by operable partition.",0.6,0,2,0,0,"School is not occupied, some information is missing.",0.5,2,2,0,Classroom: 24x30,1,0,0,0,0,2,2,0,"Temporary classroom used as SPED classroom, has SPED room in unused building also used as self contain room also used as technology classroom",0.571429,2,0,0,"CTE classroom: 30x23, no access to science classroom",0.285714,0,0,0,0,0,0,0,0,0,0,"1 admin office in building with 2 temporary container units; in unused building: 1 principal, 2 offices, support staff doesn't have adequate space",0,0,0,0,2,0,2,"Library: 30x59, audiovisual room connected to library: 30x24, cafeteria: 30x60, has basketball court and covered seating",0.5,0,0,0,"Multiuse space used also for robotics, art, PE, theater - separated by operable metal partitions: 30x95 - also used as auditorium, no stage",0,0,0,0,0,0,0,0,2,0,0,0,0,59266,261,27,9 10 11 12,Enter Text,Tianyu Zhang,2/17/2022,PONCE,Enter Text,0,2,2,0,2,Wire mesh fence + concrete wall with cracking and damages ,1.2,0,0,BETHZAIDA VELAZQUEZ SUPERIOR,56069
56085-EAQ-SOR ISOLINA FERRE.pdf,0,0,0,2,2,0,0,0,Add notes meet in auditorium,0.363636,2,2,2,2,2,0,0,0,Add notes,1,0,0,0,0,Add notes,0,2,0,2,Add notes,1,2,0,0,0,2,0,0,Add notes,0.571429,0,0,0,Add notes,0,0,0,0,0,2,2,2,2,2,2,Add notes,2,0,0,2,2,2,0,Add notes,1,0,0,0,Add notes,0,2,0,0,0,0,0,2,0,0,0,0,0,86204,343,14,6 7 8      EEI,"Structural damage school not safe, repairs started, repairs stoped not finished",Mark Kirby,2/16/2022,PONCE,Enter Text,2,2,2,0,0,Add notes campus closed under construction,1.2,0,0,SOR ISOLINA FERRE,56085
57000-EAQ-JOSE ONOFRE TORRES.pdf,0,0,0,0,0,0,0,0,"School is not occupied, information is not clear ",0,0,0,2,2,0,0,0,0,"School is not occupied, information is not clear ",0.4,2,2,0,0,Typical PR desk.,1,2,2,0,Typical classroom: 30x23,1.333333,2,0,2,2,0,2,0,SPED Classroom: 36x30,1.142857,2,2,0,"STEM Classroom: 30x24; science classroom: 30x24 - no exhaust system, sinks work - not ada",1.142857,0,0,2,0,0,2,0,2,0,0,"Admin: 2 office, 1 principal office; no conference room - meet in library or auditorium",0.666667,0,2,2,2,0,2,"Library: 82x30 - some lights are out, auditorium: 104x30 - has temporary columns in the rear of the room, can be separated by metal partitions; cafeteria: 30x60 - serves 250 students, has basketball court",1,0,2,0,"art classroom: 24x30 no sink, use typical classroom for fitness/health education",0.571429,0,0,0,0,0,2,0,2,0,0,2,2,60300,313,35,6 7 8,Enter Text,Tianyu Zhang,2/15/2022,PONCE,Enter Text,0,2,2,0,2,Iron picket fence,1.2,0,0,JOSE ONOFRE TORRES,57000
57018-EAQ-AUREA E RIVERA COLLAZO.pdf,0,0,0,0,0,0,0,0,"School is not occupied, some information is missing .,",0,0,0,2,2,0,0,0,0,"School is not occupied, some information is missing .,",0.4,2,2,0,0,"School is not occupied, some classroom don't have furniture.",1,2,2,0,"Kindergarten: 36x30, typ classroom: 24x30",1.333333,0,0,0,0,2,0,0,"Container room: 12x30, speech therapy: 24x30",0.285714,0,2,0,"Science classroom (in typ classroom dimensions, different furniture): 24x30, computer classroom: 24x30",0.571429,0,0,0,0,0,2,2,2,0,0,"1 principal office, 3 offices, no conference room - use typ classroom or entry lobby, nurse office with psychology, social worker office in typ classroom with dividers",1,0,0,0,2,0,0,"Cafeteria: 65x30 - served 250 students, library: 36x30, basketball court used for PE is owned by community not school",0.25,0,0,0,PE at basketball court (owned by community not school),0,0,0,0,0,0,0,2,2,2,0,0,0,28196,279,19,K 1 2 3 4 5,Enter Text,Tianyu Zhang,2/17/2022,PONCE,Enter Text,0,2,2,0,0,Iron picket fence and wire mesh fence,0.8,0,0,AUREA E RIVERA COLLAZO,57018
57125-EAQ-ASUNCION RODRIGUEZ DE SALA.pdf,0,0,0,4,4,0,0,2,Add notes,1.272727,2,2,0,4,2,2,0,0,Add notes,1.4,4,4,2,2,New furniture,3,0,2,2,Add notes,1.333333,0,0,2,2,4,2,4,Furniture supports different modalities,2,2,2,2,Sinks and casework,1.428571,0,0,2,2,0,0,2,2,0,0,Add notes,0.666667,0,2,2,2,4,0,Add notes,2,0,2,2,Small drama room with stage.  Stage needs to be repaired,1.142857,4,2,2,2,0,2,0,2,0,0,2,2,83548,436,39,9 10 11 12   EES,Enter Text,Scot Pashia,2/15/2022,PONCE,Enter Text,2,2,4,2,2,Add notes,2.4,0,2,ASUNCION RODRIGUEZ DE SALA,57125
57182-EAQ-CARMEN SOLA DE PEREIRA.pdf,0,0,0,0,0,0,0,2,Basic classrooms,0.181818,0,2,0,2,0,0,0,0,Add notes,0.4,0,0,0,0,Add notes,0,0,2,2,Classroom 28x30   Storage,1.333333,0,0,2,2,4,2,2,Add notes,1.714286,0,0,0,None observed,0,0,0,2,2,0,0,0,2,0,2,Add notes,0.666667,0,0,0,0,0,0,No gym/ cafeteria small,0.5,2,2,2,Art room reviewed,1.428571,2,2,0,0,0,2,0,2,0,0,0,0,43406,211,27,K 1 2 3 4 5        EEE,Enter Text,Scott Pashia,2/14/2022,PONCE,Enter Text,2,2,2,2,0,Add notes,1.6,0,0,CARMEN SOLA DE PEREIRA,57182
57299-EAQ-DR PEDRO ALBIZU CAMPOS.pdf,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,Add notes,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,0,0,Add notes,0,0,0,0,0,0,0,Add notes,0,0,0,0,Add notes,0,0,0,0,0,0,0,0,0,0,0,0,0,51262,73,12,9 10 11 12,Enter Text,,,PONCE,Enter Text,0,0,0,0,0,Add notes,0,0,0,DR PEDRO ALBIZU CAMPOS,57299
57323-EAQ-MIGUEL GONZALEZ BAUZA.pdf,0,0,0,2,0,0,0,0,Try to use nurse office as self contained classroom as well,0.363636,0,2,2,2,0,0,0,2,Most classrooms have operable partitions,1,2,2,0,0,Typical PR desk,1,0,2,2,"Kindergarten: 30x36, typ classroom: 24x30 - smart board equipment is installed but not enough power",2,2,0,2,2,0,2,2,"Therapy rooms: 11x10, SPED Classroom: 30x24 - smart board equipment is installed but not enough power",1.428571,0,0,0,N/A,0,0,0,2,2,0,2,2,2,0,0,"1 principal office, 2 other offices in admin, no conference room - use library for meetings, has nurse office",1,0,2,2,4,0,0,"Cafeteria: 52x36 - serves 100 students from this school 40 from another; library: 48x30 - created by separating building with metal partitions, laptops, and computers (not operating yet) in library; basketball court has flooding issues, incomplete lighting (has lighting not fully installed power), no ADA access",1.25,0,2,2,Fitness/health classroom shared with English class: 24x25,1.142857,2,0,2,0,2,2,4,2,0,0,0,0,42600,250,22,K 1 2 3 4 5        EEE,Enter Text,Tianyu Zhang,2/16/2022,PONCE,Enter Text,2,2,2,0,2,"Concrete walls, wire mesh fence",1.6,0,0,MIGUEL GONZALEZ BAUZA,57323
57331-EAQ-INES MARIA MENDOZA.pdf,0,0,2,2,0,0,0,0,"Handrails are too short for code, pullout/SPED/Art classroom is sharing the same room, contained room shared with Pre-K SPED.",0.363636,0,2,2,2,2,0,0,2,"Deadens corridor, only 1 stair.",1,2,2,0,0,Typical PR Desk.,1,2,2,2,"Kindergarten: 35x29, Classroom: 24x29 - operable metal partitions between classrooms, some classrooms have sinks ",2,0,0,2,0,4,2,2,"PreK SPED Classroom: 35x29 - preK only, SPED students with other students and teacher comes to them, SPED classroom: 29x24 - shared with art and used as pullout room",1.428571,2,2,2,Science room: don't work with chemicals (no ventilation systems),1.142857,0,0,0,0,0,2,0,0,0,0,"1 principal office, 2 offices, health office in typical classroom (35x29)",0.333333,0,2,0,2,0,0,"Library: 29x48 - a lot of equipment (and all books) removed because of rat problem, whole community has problem with power dropping off, cafeteria: 53x29 - 126 students served, basketball court: leaking issues, not all lights work",0.5,0,0,0,N/A,0,0,0,0,0,0,2,2,2,0,0,2,0,26322,200,15,K 1 2 3 4 5        EEE,Enter Text,Tianyu Zhang,2/14/2022,PONCE,Enter Text,0,2,2,0,2,"School is shared by 2 schools, one in the morning and one in the afternoon ",1.2,0,0,INES MARIA MENDOZA,57331
57620-EAQ-AUREA QUILES CLAUDIO.pdf,0,0,0,2,2,0,0,4,,1.090909,2,4,0,2,0,0,2,0,Courtyard looks like it is well used for activities,1.2,0,0,0,0,  ,0,0,2,2,24x28 typical classrooms,1.666667,2,0,2,2,4,2,2,Separate restrooms and sink and breakout space,2,0,0,0,Non observed,0.285714,0,0,0,0,0,0,0,0,0,0,Add notes,0,0,0,2,2,2,0,66x28 cafeteria,1,0,0,0,Add notes,0,2,0,2,0,2,4,0,2,0,0,0,2,,296,27,9 10 11 12,Enter Text,Scott Pashia,2/14/2022,PONCE,Enter Text,4,0,4,2,4,Admin near entry no views,2.8,0,2,AUREA QUILES CLAUDIO,57620
57919-EAQ-JOSEFA VELEZ BAUZA (SUPERIOR URBANA).pdf,0,0,0,0,2,2,0,2,Add notes,0.727273,2,2,0,2,0,0,0,0,Add notes,0.6,0,0,0,0,Old furniture,0,0,2,2,24x30 typical size,1.333333,0,0,2,2,0,0,4,48x30,1.142857,4,2,2,Classrooms equipped with water and storage,2,2,2,2,2,4,2,2,2,0,2,Add notes,2,0,2,2,2,2,0,All stages not ADA,1.75,0,0,0,Band and theatre have small stages and breakout classrooms,1.142857,4,2,0,0,0,2,0,2,0,2,2,2,84472,731,43,9 10 11 12,Enter Text,Scott Pashia,2/16/2022,PONCE,Enter Text,4,2,4,2,0,Add notes,2.4,0,2,JOSEFA VELEZ BAUZA (SUPERIOR URBANA),57919
58099-EAQ-PROFESORA LUIZA MONSEGUR VELEZ.pdf,2,0,2,2,4,0,2,0,Add notes,1.454545,2,0,2,0,2,0,0,2,Add notes,1,2,2,0,0,Add notes,1,2,0,2,Add notes SINK AND RR PROVIDED K AND PRE K ONLY,1,2,2,0,0,0,2,2,Add notes INTERNET NOT WORKING,1.142857,0,0,0,Add notes NONE,0,0,0,0,0,2,2,2,2,2,2,Add notes,2,0,0,2,0,4,0,"Add notes SCHOOL UNDER CONSTRUCTION. KITCHEN DINNING EMPTY, NO EQUIPMENT",0.75,0,0,0,Add notes,0,0,0,2,2,0,0,2,0,0,0,0,0,26314,235,27,PK K 1 2 3 4 5        EEE,CAMPUS UNDER CONSTRUCTION. ,MARK KIRBY,2/14/2022,PONCE,Enter Text,0,0,2,0,0,Add notes,0.4,2,0,PROFESORA LUIZA MONSEGUR VELEZ,58099
58164-EAQ-GLORIA MARIA BORRERO OLIVERAS.pdf,2,0,0,4,4,0,0,0,Add notes,0.909091,0,2,0,2,4,2,0,0,Add notes,1.2,0,0,0,2,Add notes,0.5,2,4,2,Add notes,2,2,0,4,2,4,2,4,Different furniture arrangements and types for SPED,2.571429,0,0,0,None observed,0,0,0,2,2,4,2,2,2,2,0,Adequate size,2,0,2,2,0,4,2,Cafeteria is too small for number of students,2,2,2,4,"Have band program, but little support spaces",1.714286,4,2,0,2,0,2,0,2,0,0,0,0,123200,583,42,K 1 2 3 4 5 6 7 8,Enter Text,Scott Pashia,2/15/2022,PONCE,Enter Text,2,2,4,2,2,Add notes,2.4,0,0,GLORIA MARIA BORRERO OLIVERAS,58164
58305-EAQ-LOAIZA CORDERO DEL ROSARIO.pdf,0,0,0,0,0,0,0,0,"N/A. School is not occupied, don't know the operation condition.",0,2,0,0,0,0,0,0,2," Operable partition between classroom and CTE room, can't check all rooms due to structural issues ",0.4,0,0,0,0,"N/A, No furniture in some classrooms",0,2,2,0,"Classroom: 33x32, no electricity in campus since it is not occupied  ",1,0,0,0,0,0,0,0,"NA, can't access due to structural issues ",0,2,0,0,"CTE classroom: 39x32, Operable partition between classroom and CTE room, did't check if the sink is working",0.857143,0,0,0,0,0,0,0,0,0,0,No access due to structural issues ,0,0,0,0,0,2,0,"Cafeteria: 30x56, gymnasium: 114x90 power out - has exhaust fans above basketball court (6), Auditorium + stage: 92x32 - can be divided by operable metal partitions",0.25,0,0,0,N/A,0,0,0,0,0,0,0,0,2,2,0,2,0,82290,417,49,9 10 11 12   EES,Enter Text,Tianyu Zhang,2/14/2022,PONCE,Enter Text,2,2,2,0,2,"Iron picket fence, concrete wall fence, wire mesh fence, school is not occupied.",1.6,0,0,LOAIZA CORDERO DEL ROSARIO,58305
58511-EAQ-LILA MARIA MERCEDES MAYORAL.pdf,0,0,0,2,0,0,0,0,"Used as shelter, built in 2006, large playground without any covering make it hard to use.",0.545455,0,4,2,2,2,2,0,0,"Elementary school use some classroom in the afternoon, security camera is available for the principal to supervise.",1.4,2,2,0,0,"Typical PR desk, elementary school use some classroom in the afternoon with elementary desks & chairs.",1,0,2,4,"Typ classroom: 28x29, elevator provided in a 3 stories building and connects another building with corridor on the second floor, ADA door hardware, door sill, panic hardware are provided. Some kick-plates are installed at wrong height.",1.666667,2,0,2,2,4,2,4,SPED Classroom: 28x36,2.285714,2,2,4,"Science classroom: 40x28, STEM Classroom: 28x29",2,0,0,2,2,4,2,2,2,2,2,"1 principal, 3 offices, has conference room: 54x28 - none in main office; has nurse office, social worker, psychologist office, counselor",2.333333,0,2,2,4,4,0,"Gym: 114x87 - some roof leaking issues, some lights work, but most do not, has larger circulation fans, Puerto Rican history library: 41x14, regular library: 28x28; cafeteria: 91x28",2.25,0,2,4,Fitness/health classes in typ classroom,1.428571,4,2,2,2,0,2,0,2,2,0,2,2,74490,119,31,9 10 11 12,Enter Text,Tianyu Zhang,2/16/2022,PONCE,Enter Text,2,2,4,2,2,"Recent built building, nice condition iron picket fence.",2.4,2,0,LILA MARIA MERCEDES MAYORAL,58511
60095-EAQ-EL CONQUISTADOR.pdf,0,0,0,0,2,0,0,2,Add notes,0.545455,2,0,2,4,0,0,2,0,Add notes,1.2,0,0,0,0,Standard furniture,0,2,2,4,Add notes,1.666667,2,0,0,0,2,4,4,Add notes,1.714286,2,4,4,Add notes,1.714286,2,0,0,0,4,2,2,2,0,0,Admin was located right next to the main entrance and drop off,1.666667,0,0,0,0,0,0,Could not get into the cafeteria cannot confirm,0,2,4,4,     ,1.714286,0,0,2,0,2,0,2,0,2,0,0,0,29880,301,27,K 1 2 3 4 5        EEE,Enter Text,Javier Rodriguez,2/16/2022,SAN JUAN,Enter Text,4,4,2,2,4,Please note that this building was closed when we arrived and we had to find a way in. All of the classrooms and the cafeteria were locked so we could not determine many things,3.2,0,0,EL CONQUISTADOR,60095
60913-EAQ-PETRA ZENON DE FABERY.pdf,0,0,4,4,2,0,2,0,"PBL would only happen in specific courses, not integrated into all subjects. There is a platform in s classroom but it's rotting & not used .",1.272727,0,2,0,4,0,0,0,2,"One stair  & ramp are inside courtyard- easy to see, but votch  area is isolated without visual connection & no windows from rooms to corridors/courtyard make it less safe. Some movable partitions in one area with platform, but not used.",1,0,2,0,0,"Some rooms had tables that could be grouped, but most didn't ",0.5,0,2,2,"Rooms with folding partitions = 29'6"" x 23'10"", 25'6"" x 23'10"" in 3 story bldg typical rooms . Rooms have technology but not enough power. Most rooms have smart board but not sure they all work. Votech rooms & b-ball court are isolated. Ramps are broken, thresholds ok, door handles don't comply.",2,2,2,0,2,2,4,2,"2 large including life skills 29'5"" x 35'5"" including bathrooms., 2 regular classroom size, 2 @ 1/2 classroom size. Only largest room has sink. Many, not all, clustered at lower level. ",2,2,2,2,"DECA w/ computers 32'4"" x 29'6"".  Science 31'4"" x 29'6"" + storage, Electronics 38'10"" x 40'3"". Gas at sinks  6 each room.-",1.714286,0,0,0,0,2,2,0,2,0,0,"3 offices & 1 conference  but conf used as office now ,",1,0,0,0,0,2,0,Kitchen/cafeteria not in use - location not horrible but not great.   ,0.5,0,0,0,No art or music seen,0,2,0,0,2,0,2,2,4,0,0,4,2,21858,486,35,9 10 11 12   EES,Enter Text,,,SAN JUAN,Enter Text,2,0,4,0,2,"Admin is appropriately located with windows facing front; but they are not occupied by a person who would monitor or welcome visitors (& louvers are closed) courtyard organization is relatively easily understood but lack of signage, graphics make it difficult to find your way .",1.6,2,0,PETRA ZENON DE FABERY,60913
61598-EAQ-ABRAHAM LINCOLN.pdf,0,0,2,0,0,0,0,0,BB court Not covered. Shade tent at corner of court only. Outdoor playground unusable due to no shade structure because neighbors will complain about view.  Safety cushioning tiles old/damaged. Two small group spaces w/ bad accordion partition.,0.363636,2,2,0,4,2,2,0,0,"Nice entry lobby with much wall display and display case.  Generally, Shutters can be opened to let in breeze and natural light.  No canopies or solar shades though. Front entry gates swing in against egress travel.  Good views to stairs and restrooms, not between classrooms or to corridors.  Good sound separation.  Acoustical ceilings but damaged/sagging.  Concrete walls good for sound transmission, but concrete surfaces inside rooms don't absorb sound.",1.4,0,2,0,0,Tables are standard but can be moved around.  Chairs are standard.  Storage capacity average. Media center has trapezoidal tables but standard chairs.,0.5,0,2,2,"Classrooms only 720 sf. Not accessible from corridors due to steps at entries to keep water out. Cubbies and Some cabinet storage in classrooms.  Power in classrooms not tech.  Accessible in classrooms, steps at corridors.",1.666667,0,2,0,0,0,2,0,"Classrooms only 720 sf (30x24 typ)   No self contained.Staff  oes  into the classroos for this function   . Have  2 pull out rooms w/ bad accordion partition previously mentioned.  All rooms have a step at corridors, but accessible inside classrooms.",0.571429,0,0,0,"Power good, no tech",0.285714,0,0,0,0,0,0,0,2,0,0,"Two rooms, step no ramp from corridor.  Nurse on 2nd floor, but tiny and no sink.  Windows with screens but no ventilation. ",0.333333,0,0,0,0,0,0,"Small library.  Trapezoidal media center tables but standard chairs.  for re- storeage noe.  Too small for 120 kids.  Message bd in cafeteria for overall tech score  size of cafe.  Power only in cafe. No gym or auditorium.  Unprotected outdoor BB court.  Cafeteria small but pleasant with natural light, jalosie windows with screens.  Has an electronic messaging board but not other tech.  ",0,2,2,0,No music room.  Music done in classrooms.,0.571429,0,0,2,0,2,2,0,4,0,0,0,2,25120,133,13,PK K 1 2 3 4 5        EEE,"U-shaped, 2 ,classroom ""Bars"", 2 story ",Jeff Peterson,2/14/2022,SAN JUAN,Enter Text,2,0,4,4,2,"No canopies over access paths.  Iron fencing 7'-9' high in good condition generally,",2.4,0,0,ABRAHAM LINCOLN,61598
61663-EAQ-DR JOSE CELSO BARBOSA.pdf,0,0,0,0,0,0,0,0,Outdoor covered BB court with 3 tier wood bleachers. Very little yard space  Service access off busy street in back.,0,4,0,0,4,2,2,0,0,"Very nice airy entry lobby adjacent to open air corridors and central courtyard.  Much display area on open corridor walls utilized.  All spaces have 4"" steps ar corridors.  Concrete walls good for sound transmission but concrete surfaces in rooms don't absorb sound.",1.2,0,2,0,0,"Tablet arm chairs 30%,  the rest tables and chairs. All have smart boards.  Classrooms have approx 100 sf storage rooms accessed from classrooms,",0.5,0,0,0,"Classrooms 720 sf. (30x24). Good qty mb's & tb's. A/C. Big screen TVs.  100 sf storage rooms accessed from classrooms.  No Ada door hardware.  Steps at entries from corridors.  2nd floor classroom at end s of 2 nd floor dead end corridors,  one 2 nd floor back exit stair on on side only and only 40"" wide. nd",0,2,0,0,0,0,0,0,Differentiated tables and chairs.  Support small group room on 2 nd floor.,0.285714,0,0,0,"Computer lab has much power.  Three science rooms. No sinks.  Upstairs classrooms 30 x 26 (780 sf), Downstairs were 30 x 24 (720) sf.)",0,0,0,0,0,0,0,0,0,0,0,"Conf room, office, storage room, workroom, Very small open reception waiting area w reception desk. More office space needs mentioned.  Toilet room off of breakroom.  Breakroom w A/C  and smart bd.  ",0,4,2,0,0,0,0,Cafeteria reported to be very small (not seen) No media center. No auditorium or stage.  Interior circulation walls have good display.   Covered Outdoor BB court previously mentioned.,0.75,0,0,0,"Art room w sink, but storage lacking.",0,0,0,0,0,0,0,0,0,0,0,0,0,22200,255,18,6 7 8 9 10 11 12,"U-shaped, 2 classroom ""bars"" 2 story",Jeff Peterson,2/14/2022,SAN JUAN,Enter Text,0,0,0,4,0,"No vest.  Cultural good. Office not seen from entry lobby.  Great entry lobby. Entry gates like A: Lincoln, but do swing out for egress. Entry steps only no ramp. Conc fence 3-5 ft with gate - not secure.",0.8,0,0,DR JOSE CELSO BARBOSA,61663
61671-EAQ-JOSE JULIAN ACOSTA (TEATRO).pdf,0,0,0,2,2,2,0,2,"Playground exists as a basketball court, fairly beat up also serves volleyball",1.454545,4,2,2,2,2,2,2,0,A lot of displayed work on walls and very straightforward design easily noticeable sight lines to stairs. ,2,0,0,0,0,Could not see typical classroom setup of furniture hard to determine but for the most part it was a sidearm desk,0,4,4,0,32 x 26 typical classroom size with about 25 kids inside,1.666667,2,0,2,0,0,2,0,One dedicated breakout room and only one room for special Ed about 250 sq in size (not sure how many special Ed kids they have) ,0.857143,0,2,0,Two 600 gallon cisterns not enough bathrooms for everyone one for each gender on the second floor,1.428571,2,4,2,0,0,2,0,2,2,0,Only one office in admin room as well as one small health office,1,4,4,0,0,0,4,Auditorium is outside and covered with an adjustable  roof. There is no gym only a basketball court. Could not verify cafeteria but seems to small,1.5,0,0,0,Theatre room with stage is small but works well,1.142857,0,0,2,0,4,2,0,0,4,2,2,0,33006,186,19,6 7 8 9 10 11 12,Enter Text,Javier Rodriguez,2/14/2022,SAN JUAN,Enter Text,0,2,4,4,2,"Way finding is a little hard, not really sure which rooms serve what purpose. building is not accessible at all from either entry point, doors need ,to be replaced to be accessible ",2.4,2,4,JOSE JULIAN ACOSTA (TEATRO),61671
62398-EAQ-MIGUEL SUCH.pdf,2,2,2,0,2,2,2,2,Playground area closed off. Mutiluse room in library with tables for small group. Presetantion areas in art rooms. Couple divided rooms in graphic design. ,1.636364,0,0,0,0,0,0,0,0,Add notes,0.2,0,2,0,0,Add notes,0.5,2,0,2,Typical class 40'x20' or 20'x25' for 30-35 students. Have smart boards,2,0,0,0,2,0,2,0,"Really only one classroom, many not being used. Classroom 20x24 for 30",0.571429,4,2,0,"Big vocational learning classses. Nursing, welding, machine",2.571429,4,2,2,4,2,2,2,2,2,2,"13 offices, one conference room too small., storage rooms. No waiting furniture. Has a ramp not ada. Lots of leaks. Sick students go to nursing classrooms. ",2,2,0,2,4,0,2,Very large cafeteria 80'x60' kitchen 40'x80'. Cafeteria has a stage. 200 seat auditorium 80'x25',1.5,2,2,0,"Graphic arts classroom too small for number of students. 60'x60', 60 students. Big plotters lots of computers. Welding class big no ventilation. ",2.285714,0,2,0,0,2,2,2,4,4,2,2,4,230261,871,108,9 10 11 12   EES,Enter Text,Devin Brown,2/12/2022,SAN JUAN,Enter Text,2,2,2,0,0,Several buildings condemned. ,1.2,0,4,MIGUEL SUCH,62398
